"LABID","PT","PEN","AMO","MER","TAX","CFT","CFX","PEN_MIC_MM","AMO_MIC_MM","MER_MIC_MM","TAX_MIC_MM","CFT_MIC_MM","CFX_MIC_MM","PEN_MIC_RF","AMO_MIC_RF","MER_MIC_RF","TAX_MIC_RF","CFT_MIC_RF","CFX_MIC_RF","Platform"
"2012212058","3-5-5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012212202","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012212205","2-6-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012212521","19-31-8","0.5","1","0.12","0.25","0.5","2","0.5","0.5","0.12","0.25",NA,"2","0.57","0.62","0.14","0.31","0.56","1.84","HiSeq"
"2012212529","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012212660","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012212663","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012213285","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012213946","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012213979","0-1-1","0.12","0.06","0.06","0.06","0.5","0.5","0.25","0.03","0.06","0.12","0.5","0.5","0.2","0.04","0.06","0.11","0.5","0.51","HiSeq"
"2012213994","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012214024","0-29-11","0.12","0.12","0.06","0.06","0.5","0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"2012214035","18-12-8","2","1","0.5","1","1","4","4","4","1","1","1","4","2.41","2.35","0.68","0.97","0.97","3.69","HiSeq"
"2012214276","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012214377","23-6-5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.07","0.5","0.5","HiSeq"
"2012214417","0-1-1","0.25","0.06","0.06","0.06","0.5","0.5","0.25","0.03","0.06","0.12","0.5","0.5","0.2","0.04","0.06","0.11","0.5","0.51","HiSeq"
"2012214434","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012214435","2-4-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012214442","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012214443","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012214448","4-7-7","2","2","0.5","1","1","4","2","1","0.5","1","1","4","1.81","2.06","0.6","0.89","0.81","3.99","HiSeq"
"2012214450","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012214475","13-11-16","2","2","1","0.5","0.5","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2012214484","15-0-2","1","1","0.12","0.5","0.5","4","0.03","0.03","0.06","0.06",NA,"0.5","0.04","0.04","0.11","0.07","0.54","0.5","HiSeq"
"2012214490","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012214497","7-8-9","0.25","0.25","0.12","0.06","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.28","0.25","0.23","0.14","0.56","0.57","HiSeq"
"2012214499","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012214505","24-27-28","0.25","0.06","0.06","0.06","0.5","0.5","0.25","0.06","0.06","0.12","0.5","0.5","0.21","0.08","0.06","0.12","0.51","0.5","HiSeq"
"2012214908","2-44-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012214919","2-72-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012214921","0-1-1","0.25","0.06","0.06","0.06","0.5","0.5","0.25","0.03","0.06","0.12","0.5","0.5","0.2","0.04","0.06","0.11","0.5","0.51","HiSeq"
"2012214924","13-16-47","2","1","0.5","1","1","4","2","2","0.5","1",NA,"4","2","1.64","0.47","0.97","1.16","4","HiSeq"
"2012214930","13-11-16","4","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2012214931","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012214932","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012214951","2-4-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012214952","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012215002","13-11-16","4","8","1","2","1","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2012215019","8-0-11","0.06","0.12","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.1","0.06","0.06","0.06","0.5","0.5","HiSeq"
"2012215020","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012215453","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012215474","0-10-14","0.06","0.03","0.06","0.12","0.5","0.5","0.06","0.03","0.06","0.12","0.5","0.5","0.07","0.03","0.06","0.13","0.5","0.52","HiSeq"
"2012215593","4-7-7","2","4","0.5","1","1","4","2","1","0.5","1","1","4","1.81","2.06","0.6","0.89","0.81","3.99","HiSeq"
"2012215605","4-7-7","2","4","1","1","1","4","2","1","0.5","1","1","4","1.81","2.06","0.6","0.89","0.81","3.99","HiSeq"
"2012215608","4-7-7","1","2","0.5","1","1","4","2","1","0.5","1","1","4","1.81","2.06","0.6","0.89","0.81","3.99","HiSeq"
"2012215622","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012215624","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012215639","2-6-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012215656","12-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012215769","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012215786","15-16-8","1","1","0.25","0.5","0.5","4","4","2","0.5","1","1","4","2.59","2.01","0.52","1.04","0.79","3.93","HiSeq"
"2012215791","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012215792","33-29-11","0.25","0.12","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.15","0.11","0.06","0.06","0.5","0.5","HiSeq"
"2012215804","0-1-1","0.25","0.06","0.06","0.06","0.5","0.5","0.25","0.03","0.06","0.12","0.5","0.5","0.2","0.04","0.06","0.11","0.5","0.51","HiSeq"
"2012215805","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012215821","2-0-111","0.06","0.06","0.06","0.5","0.5","0.5","0.06","0.03","0.06","0.12","0.5","0.5","0.07","0.05","0.07","0.14","0.51","0.55","HiSeq"
"2012215830","0-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012215847","0-0-116","0.06","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.05","0.03","0.06","0.07","0.5","0.5","HiSeq"
"2012215849","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012216037","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012216040","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012216057","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012217273","0-0-17","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012217274","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012217544","13-11-16","4","8","1","1","1","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2012217851","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012217854","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012217982","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012217987","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012217990","3-2-5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012218005","12-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012218011","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012218014","9-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012218031","13-11-118","4","8","1","1","1","4","4","8","1","2","2","4","4.61","7.49","1","1.79","1.49","3.97","HiSeq"
"2012218036","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012218039","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012218049","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012218050","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012218067","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012218130","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012218141","0-1-1","0.25","0.06","0.06","0.06","0.5","0.5","0.25","0.03","0.06","0.12","0.5","0.5","0.2","0.04","0.06","0.11","0.5","0.51","HiSeq"
"2012218149","7-8-9","0.25","0.5","0.25","0.12","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.28","0.25","0.23","0.14","0.56","0.57","HiSeq"
"2012218158","7-8-9","0.5","0.5","0.12","0.06","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.28","0.25","0.23","0.14","0.56","0.57","HiSeq"
"2012218174","1-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012218190","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012218206","4-7-7","4","4","1","1","1","4","2","1","0.5","1","1","4","1.81","2.06","0.6","0.89","0.81","3.99","HiSeq"
"2012218222","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012218235","1-2-59","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.04","0.06","0.06","0.5","0.5","HiSeq"
"2012218655","8-67-103","0.5","0.25","0.06","0.25","0.5","0.5","0.25","0.25","0.12","0.12",NA,"0.5","0.22","0.16","0.08","0.18","0.5","0.6","HiSeq"
"2012218663","3-5-5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012219021","3-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012219022","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012219138","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012219141","4-7-7","2","4","0.5","1","1","4","2","1","0.5","1","1","4","1.81","2.06","0.6","0.89","0.81","3.99","HiSeq"
"2012219771","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012219787","23-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012219788","19-1-2","0.03","0.06","0.06","0.06","0.5","0.5","0.5","0.5","0.12","0.25","0.5","0.5","0.18","0.08","0.06","0.07","0.5","0.5","HiSeq"
"2012219790","7-8-9","0.5","0.5","0.25","0.12","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.28","0.25","0.23","0.14","0.56","0.57","HiSeq"
"2012219806","0-29-11","0.12","0.12","0.06","0.06","0.5","0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"2012219822","1-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012219825","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012219828","0-29-11","0.12","0.12","0.06","0.06","0.5","0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"2012219840","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012219856","2-6-10","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012219972","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012219977","7-1-1","0.25","0.06","0.06","0.06","0.5","0.5","0.25","0.12","0.06","0.12","0.5","0.5","0.27","0.09","0.07","0.09","0.5","0.5","HiSeq"
"2012219980","64-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.54","HiSeq"
"2012220096","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012220097","0-0-17","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012220098","0-0-17","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012220326","1-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012220343","7-8-9","0.25","0.06","0.06","0.12","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.28","0.25","0.23","0.14","0.56","0.57","HiSeq"
"2012220352","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012220353","13-11-33","4","8","1","8","4","4","2","16","1","4","4","4","3.93","11.2","1.18","8.01","4.45","4","HiSeq"
"2012220354","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012220414","0-2-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"2012220420","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012220439","13-11-16","4","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2012220440","13-11-113","8","8",NA,"8","4","4","2","16","1","4","4","4","3.69","9.93","1.03","4.94","4.72","4","HiSeq"
"2012220500","2-6-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012220570","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012220587","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012220607","13-11-16","8","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2012220613","4-14-7","2","4","1","1","0.5","2","2","4","0.5","1","1","4","4.35","7.39","1.06","1.14","1.08","3.78","HiSeq"
"2012220624","1-2-59","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.04","0.06","0.06","0.5","0.5","HiSeq"
"2012220641","24-27-28","0.03","0.03","0.06","0.06","0.5","0.5","0.25","0.06","0.06","0.12","0.5","0.5","0.21","0.08","0.06","0.12","0.51","0.5","HiSeq"
"2012220659","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012220662","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012221164","0-0-119","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012221165","4-12-7","2","4","1","1","1","4","2","4","0.5","1","1","4","1.96","2.07","0.62","0.81","0.9","3.51","HiSeq"
"2012221315","4-7-112","1","2","0.5","1","1","4","2","4","0.5","1","1","4","1.93","3.26","0.57","0.92","0.93","3.89","HiSeq"
"2012221320","2-4-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012221324","2-4-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012221326","13-11-16","4","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"2012221327","4-7-7","2","4","1","1","1","4","2","1","0.5","1","1","4","1.81","2.06","0.6","0.89","0.81","3.99","HiSeq"
"2012221403","60-7-8","2","2","0.5","1","1","4","2","2","0.5","1",NA,"4","2.3","2.22","0.58","0.98","0.91","3.96","HiSeq"
"2012221404","2-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012221540","8-0-11","0.06","0.06","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.1","0.06","0.06","0.06","0.5","0.5","HiSeq"
"2012221544","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012221546","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012221577","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012221583","8-0-11","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.1","0.06","0.06","0.06","0.5","0.5","HiSeq"
"2012221960","4-7-7","2","2","0.5","1","1","4","2","1","0.5","1","1","4","1.81","2.06","0.6","0.89","0.81","3.99","HiSeq"
"2012222280","13-14-115","8","16","1","8","8","4","8","8","1","8","4","4","6.8","9.97","0.99","7.51","4.52","4","HiSeq"
"2012222439","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012222455","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012222457","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012222470","1-2-59","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.04","0.06","0.06","0.5","0.5","HiSeq"
"2012222473","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012222475","2-6-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012222486","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"2012222487","1-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
