"LABID","PT","PEN","AMO","MER","TAX","CFT","CFX","PEN_MIC_MM","AMO_MIC_MM","MER_MIC_MM","TAX_MIC_MM","CFT_MIC_MM","CFX_MIC_MM","PEN_MIC_RF","AMO_MIC_RF","MER_MIC_RF","TAX_MIC_RF","CFT_MIC_RF","CFX_MIC_RF","Platform","NewPT"
"20153988","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20153989","2-6-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20153990","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20153991","23-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20153992","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20153993","0-1-1","0.25","0.12","0.06","0.06","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20153994","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20153995","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20153996","13-11-16","4","8","1","2","2","4","4","8","1","2","2","4","4.6","7.5","1","1.79","1.49","3.97","MiSeq","N"
"20153997","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20153998","0-1-1","0.25","0.06","0.06","0.06","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20153999","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154000","0-29-141","0.12","0.12","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.11","0.09","0.06","0.07","0.5","0.5","MiSeq","Y"
"20154001","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154002","0-10-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154243","0-86-80","0.25","0.25","0.12","0.25","0.5","0.5","0.25","0.25","0.12","0.25","0.5","0.5","0.25","0.21","0.11","0.19","0.53","0.54","MiSeq","Y"
"20154266","2-85-9","0.25","0.25","0.12","0.12","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.13","0.2","0.11","0.09","0.5","0.5","MiSeq","Y"
"20154364","2-53-77","0.12","0.25","0.06","0.06","0.5","0.5","0.25","0.25","0.06","0.06",NA,"0.5","0.16","0.12","0.07","0.07","0.5","0.5","MiSeq","Y"
"20154367","13-14-144","4","8","1","8","4","4","8","8","1","8","4","4","6.27","9.44","0.94","3.49","3.01","4","MiSeq","Y"
"20154373","15-11-16","4","8","1","2","2","4","4","8","1","2",NA,"4","3.58","6.17","1","1.69","1.18","3.94","MiSeq","Y"
"20154483","2-87-142","0.25","0.25","0.06","0.25","0.5","1","0.06","0.03","0.06","0.06",NA,"0.5","0.12","0.09","0.07","0.14","0.5","0.66","MiSeq","Y"
"20154489","4-49-7","2","8","1","1","1","4","2","4","0.5","1","1","4","2.68","5.8","1.28","1.05","1.11","3.71","MiSeq","Y"
"20154492","79-27-35","0.5","0.5","0.12","0.25","0.5","0.5","0.06","0.06","0.06","0.12",NA,"0.5","0.32","0.19","0.08","0.2","0.5","0.51","MiSeq","Y"
"20154583","0-4-23","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.07","0.5","0.52","MiSeq","Y"
"20154586","24-27-143","0.5","0.5","0.12","1","1","4","0.5","0.5","0.12","1","1","4","0.43","0.32","0.11","0.47","0.79","2.43","MiSeq","Y"
"20154671","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154672","2-0-2","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154673","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154674","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154692","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154693","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154695","12-4-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154696","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154697","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154698","4-7-7","2","4","0.5","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20154699","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20154700","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154701","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154702","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154703","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154704","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154705","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154706","12-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20154707","31-12-18","2","2","0.5","1","2","4","4","4","0.5","2","2","4","3.71","1.91","0.5","1.38","1.66","3.99","MiSeq","N"
"20154708","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154709","4-7-7","2","4","1","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20154710","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154711","3-6-5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154712","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154713","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154714","13-11-16","4","8","1","1","2","4","4","8","1","2","2","4","4.6","7.5","1","1.79","1.49","3.97","MiSeq","N"
"20154715","11-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154716","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154717","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154718","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154719","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154721","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154722","0-10-2","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154723","1-2-2","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154724","2-0-111","0.06","0.06","0.06","0.25","0.5","1","0.06","0.06","0.06","0.25","0.5","1","0.06","0.06","0.06","0.25","0.5","0.76","MiSeq","N"
"20154725","0-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154727","1-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154728","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154729","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154730","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154731","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154732","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154733","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154734","12-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20154736","24-27-28","0.25","0.06","0.06","0.12","0.5","0.5","0.25","0.06","0.06","0.12","0.5","0.5","0.18","0.04","0.06","0.1","0.5","0.52","MiSeq","N"
"20154737","19-1-24","0.5","0.5","0.06","0.25","0.5","0.5","0.5","0.25","0.06","0.25","0.5","0.5","0.44","0.18","0.06","0.24","0.5","0.5","MiSeq","N"
"20154738","12-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20154739","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154740","4-7-7","2","2","0.5","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20154741","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154742","0-10-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154743","2-0-0","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154744","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154745","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154746","0-1-77","0.25","0.25","0.06","0.06","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.15","0.08","0.06","0.07","0.5","0.5","MiSeq","Y"
"20154747","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154748","1-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154749","12-4-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154750","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154751","1-2-125","0.06","0.03","0.06","0.25","0.5","0.5","0.03","0.03","0.06","0.12",NA,"0.5","0.04","0.03","0.06","0.14","0.5","0.61","MiSeq","Y"
"20154752","2-6-10","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154753","15-12-18","2","2","0.5","1","1","4","4","2","0.5","1","2","4","2.41","1.54","0.62","1.16","1.4","3.75","MiSeq","N"
"20154754","24-27-28","0.25","0.06","0.06","0.12","0.5","0.5","0.25","0.06","0.06","0.12","0.5","0.5","0.18","0.04","0.06","0.1","0.5","0.52","MiSeq","N"
"20154755","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154756","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154757","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154758","2-6-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154759","13-11-16","4","8","1","1","1","4","4","8","1","2","2","4","4.6","7.5","1","1.79","1.49","3.97","MiSeq","N"
"20154760","2-4-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154761","0-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154762","4-7-7","2","4","0.5","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20154763","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154764","4-7-7","2","4","0.5","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20154765","0-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154766","3-5-5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154767","34-89-147","2","2","0.5","0.5","1","4","2","1","0.25","0.5","0.5","4","1.72","1.34","0.39","0.6","0.68","3.62","MiSeq","Y"
"20154768","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154770","78-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","Y"
"20154775","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20154776","12-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20154777","1-4-84","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.07","0.06","0.5","0.5","MiSeq","Y"
"20154778","2-0-180","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.04","0.03","0.06","0.06","0.5","0.5","MiSeq","Y"
"20154863","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154864","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154865","2-4-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154866","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154867","1-4-21","0.06","0.03","0.06","0.06","0.5","0.5","0.06","0.03","0.06","0.06","0.5","0.5","0.05","0.03","0.06","0.07","0.5","0.5","MiSeq","N"
"20154868","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154869","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154871","4-7-7","2","2","0.5","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20154872","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154873","0-0-148","0.06","0.03","0.06","0.12","0.5","0.5","0.06","0.03","0.06","0.12",NA,"0.5","0.13","0.08","0.07","0.14","0.5","0.57","MiSeq","Y"
"20154874","12-4-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154875","34-89-147","2","2","0.5","1","1","4","2","1","0.25","0.5","0.5","4","1.72","1.34","0.39","0.6","0.68","3.62","MiSeq","Y"
"20154876","4-7-28","0.12","0.03","0.06","0.06","0.5","0.5","1","2","0.5","1","1","4","0.26","0.11","0.14","0.12","0.64","0.65","MiSeq","Y"
"20154877","80-1-1","0.25","0.06","0.06","0.12","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.3","0.07","0.06","0.09","0.5","0.5","MiSeq","Y"
"20154878","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20154879","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154880","0-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154881","0-1-1","0.25","0.06","0.06","0.12","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20154882","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154883","2-4-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154884","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154885","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154886","0-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154887","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154888","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154889","0-1-1","0.25","0.06","0.06","0.06","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20154890","19-31-8","0.5","1","0.12","0.25","0.5","2","1","1","0.12","0.5","0.5","2","0.71","0.84","0.16","0.35","0.5","1.89","MiSeq","N"
"20154891","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154892","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154893","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154894","4-7-7","2","4","1","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20154895","2-0-111","0.03","0.03","0.06","0.12","0.5","0.5","0.06","0.06","0.06","0.25","0.5","1","0.06","0.06","0.06","0.25","0.5","0.76","MiSeq","N"
"20154896","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154898","4-7-7","2","4","0.5","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20154900","30-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154901","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20154903","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154904","4-7-7","2","2","0.5","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20154905","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154910","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20154911","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154912","12-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20154913","2-4-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154914","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154915","13-11-16","4","8","1","2","2","4","4","8","1","2","2","4","4.6","7.5","1","1.79","1.49","3.97","MiSeq","N"
"20154916","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154917","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20154918","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
